property_id,source_attribution,suburb,state,zip_code,address,property_category,property_subtype,transaction_type,listing_price,monthly_rent,price_per_sqft,security_deposit,move_in_cost,total_sqft,living_sqft,lot_sqft,bedrooms,bathrooms,garage_spaces,year_built,property_status,days_on_market,nearby_amenities,lease_term,pet_policy,parking_availability,date_of_property_listed
P9147,PropertyHub,Carlton,VIC,3053,288 Hunter St,Condominium/Apartment,Condominium,for sale,483356,,413.83,0,0,1242,1168,1168,3,1.8,2,2022,sold,59,tram|university|beach|parks,,allowed,allocated bay,7/28/2024
P9147,HomeFinder,Carlton,VIC,3053,288 Hunter St,Condominium/Apartment,Condominium,for rent,483356,,413.83,0,0,1242,1168,1168,3,1.8,2,2022,rented,119,beach|bus|university|train|hospital,12 months,allowed,allocated bay,7/28/2024
P9147,InvestorNet,Carlton,VIC,3053,288 Hunter St,Condominium/Apartment,Condominium,for sale,483356,,413.83,0,0,1242,1168,1168,3,1.8,2,2022,sold,102,bus|tram,,restricted,carport,7/28/2024
P9148,PropertyHub,Woden,ACT,2606,935 Bourke Rd,Commercial Property,Retail,for sale,453979,,164.9,0,0,2753,2753,2753,0,1,0,1996,pending,109,beach|university|bus,,not allowed,carport,12/31/2024
P9148,HomeFinder,Woden,ACT,2606,935 Bourke Rd,Commercial Property,Retail,for sale,438541,,159.3,0,0,2753,2753,2753,0,1,0,1996,pending,91,parks|CBD,,not allowed,off-street,12/31/2024
P9148,InvestorNet,Woden,ACT,2606,935 Bourke Rd,Commercial Property,Retail,for sale,453808,,164.84,0,0,2753,2753,2753,0,1,0,1996,active,124,hospital|bus|shops|university,,restricted,garage,12/31/2024
P9149,PropertyHub,Norwood,SA,5067,976 Victoria Rd,Condominium/Apartment,Condominium,for sale,755426,,647.32,0,0,1210,1167,1167,3,2.7,0,2015,pending,106,university|train|shops,,not allowed,carport,3/21/2025
P9149,HomeFinder,Norwood,SA,5067,976 Victoria Rd,Condominium/Apartment,Condominium,for rent,755426,,647.32,0,0,1210,1167,1167,3,2.7,0,2015,available,72,tram|train|bus,12 months,restricted,carport,3/21/2025
P9149,InvestorNet,Norwood,SA,5067,976 Victoria Rd,Condominium/Apartment,Condominium,for sale,755426,,647.32,0,0,1210,1167,1167,3,2.7,0,2015,available,166,tram|schools|bus|beach|university,,allowed,allocated bay,3/21/2025
P9150,PropertyHub,Parap,NT,820,827 Collins Ln,Commercial Property,Office,for sale,409330,,124.72,0,0,3282,3282,3282,0,1,0,2011,sold,40,university|tram|schools|hospital,,allowed,allocated bay,8/9/2025
P9150,HomeFinder,Parap,NT,820,827 Collins Ln,Commercial Property,Office,for sale,409330,,124.72,0,0,3282,3282,3282,0,1,0,2011,pending,64,tram|parks|university,,restricted,garage,8/9/2025
P9150,InvestorNet,Parap,NT,820,827 Collins Ln,Commercial Property,Office,for sale,393133,,119.78,0,0,3282,3282,3282,0,1,0,2011,available,47,schools|parks|beach|tram,,allowed,off-street,8/9/2025
P9151,PropertyHub,Nightcliff,NT,810,547 Bourke Rd,Multi-Family Investment,Multi-Family,for rent,548591,,491.57,0,0,1453,1116,1453,4,2.7,0,1979,active,159,hospital|university|beach|train|tram,12 months,restricted,street parking,2/7/2024
P9151,HomeFinder,Nightcliff,NT,810,547 Bourke Rd,Multi-Family Investment,Multi-Family,for sale,548591,,491.57,0,0,1453,1116,1453,4,2.7,0,1979,active,144,beach|bus|tram,,not allowed,garage,2/7/2024
P9151,InvestorNet,Nightcliff,NT,810,547 Bourke Rd,Multi-Family Investment,Multi-Family,for rent,556895,,499.01,0,0,1453,1116,1453,4,2.7,0,1979,available,3,parks|beach,12 months,allowed,carport,2/7/2024
P9152,PropertyHub,North Hobart,TAS,7000,304 King Blvd,Commercial Property,Office,for sale,589787,,238.11,0,0,2477,2477,2477,0,1,0,2010,sold,134,shops|tram|train,,not allowed,garage,7/28/2024
P9152,HomeFinder,North Hobart,TAS,7000,304 King Blvd,Commercial Property,Office,for sale,589787,,238.11,0,0,2477,2477,2477,0,1,0,2010,active,74,parks|CBD,,not allowed,allocated bay,7/28/2024
P9152,InvestorNet,North Hobart,TAS,7000,304 King Blvd,Commercial Property,Office,for sale,560449,,226.26,0,0,2477,2477,2477,0,1,0,2010,pending,30,tram|parks,,not allowed,garage,7/28/2024
P9153,PropertyHub,Braddon,ACT,2612,492 Bourke Blvd,Rental Property,House,for rent,1203258,2921.85,500.73,2921.85,5843.7,4102,2403,4102,1,2.3,1,1996,active,151,beach|parks,12 months,allowed,carport,3/21/2025
P9153,HomeFinder,Braddon,ACT,2612,492 Bourke Blvd,Rental Property,House,for rent,1203258,2867.49,500.73,2867.49,5734.98,4102,2403,4102,1,2.3,1,1996,sold,40,hospital|train|parks,12 months,allowed,carport,3/21/2025
P9153,InvestorNet,Braddon,ACT,2612,492 Bourke Blvd,Rental Property,House,for rent,1203258,2888.28,500.73,2888.28,5776.56,4102,2403,4102,1,2.3,1,1996,active,9,parks|beach|tram|schools|hospital,12 months,restricted,street parking,3/21/2025
P9154,PropertyHub,Glebe,NSW,2037,835 Collins Dr,Commercial Property,Retail,for sale,856778,,703.43,0,0,1218,1218,1218,0,1,0,2016,rented,133,train|parks,,restricted,street parking,1/17/2024
P9154,HomeFinder,Glebe,NSW,2037,835 Collins Dr,Commercial Property,Retail,for sale,856778,,703.43,0,0,1218,1218,1218,0,1,0,2016,sold,151,shops|schools|tram,,not allowed,allocated bay,1/17/2024
P9154,InvestorNet,Glebe,NSW,2037,835 Collins Dr,Commercial Property,Retail,for sale,868628,,713.16,0,0,1218,1218,1218,0,1,0,2016,available,79,tram|CBD,,allowed,street parking,1/17/2024
P9155,PropertyHub,Scarborough,WA,6019,307 Hunter Ave,Commercial Property,Office,for sale,550714,,158.48,0,0,3475,3475,3475,0,1,0,1996,rented,22,university|beach,,allowed,off-street,8/11/2025
P9155,HomeFinder,Scarborough,WA,6019,307 Hunter Ave,Commercial Property,Office,for sale,538688,,155.02,0,0,3475,3475,3475,0,1,0,1996,sold,30,university|CBD|parks|shops,,restricted,off-street,8/11/2025
P9155,InvestorNet,Scarborough,WA,6019,307 Hunter Ave,Commercial Property,Office,for sale,555432,,159.84,0,0,3475,3475,3475,0,1,0,1996,pending,106,CBD|bus|hospital|university,,not allowed,off-street,8/11/2025
P9156,PropertyHub,Fremantle,WA,6160,308 Lygon Rd,Condominium/Apartment,Condominium,for rent,572553,,560.78,0,0,1024,1021,1021,1,1.6,2,1976,active,49,hospital|CBD|bus|train|shops,12 months,not allowed,allocated bay,7/17/2024
P9156,HomeFinder,Fremantle,WA,6160,308 Lygon Rd,Condominium/Apartment,Condominium,for rent,553888,,542.5,0,0,1024,1021,1021,1,1.6,2,1976,available,169,university|hospital|bus|beach|tram,12 months,restricted,allocated bay,7/17/2024
P9156,InvestorNet,Fremantle,WA,6160,308 Lygon Rd,Condominium/Apartment,Condominium,for rent,581179,,569.23,0,0,1024,1021,1021,1,1.6,2,1976,active,21,tram|university|train,12 months,restricted,off-street,7/17/2024
P9157,PropertyHub,New Town,TAS,7008,160 Market Rd,Commercial Property,Retail,for sale,516021,,260.75,0,0,1979,1979,1979,0,1,0,2003,sold,27,train|university|bus,,restricted,off-street,7/7/2024
P9157,HomeFinder,New Town,TAS,7008,160 Market Rd,Commercial Property,Retail,for sale,516021,,260.75,0,0,1979,1979,1979,0,1,0,2003,sold,22,bus|hospital|schools|CBD,,restricted,carport,7/7/2024
P9157,InvestorNet,New Town,TAS,7008,160 Market Rd,Commercial Property,Retail,for sale,516021,,260.75,0,0,1979,1979,1979,0,1,0,2003,available,4,hospital|schools|tram|beach|bus,,allowed,off-street,7/7/2024
P9158,PropertyHub,Burwood,NSW,2134,908 Lygon Ct,Condominium/Apartment,Apartment,for sale,845941,,916.51,0,0,1030,923,923,5,2.7,0,1980,rented,179,university|train|hospital|tram|parks,,restricted,street parking,8/6/2024
P9158,HomeFinder,Burwood,NSW,2134,908 Lygon Ct,Condominium/Apartment,Apartment,for rent,845941,,916.51,0,0,1030,923,923,5,2.7,0,1980,available,42,tram|shops|hospital,12 months,restricted,carport,8/6/2024
P9158,InvestorNet,Burwood,NSW,2134,908 Lygon Ct,Condominium/Apartment,Apartment,for rent,845941,,916.51,0,0,1030,923,923,5,2.7,0,1980,active,129,university|tram|schools|train,12 months,not allowed,off-street,8/6/2024
P9159,PropertyHub,Mawson Lakes,SA,5095,113 Elizabeth Ct,Commercial Property,Office,for sale,618760,,251.43,0,0,2461,2461,2461,0,1,0,2014,pending,176,bus|train|CBD,,not allowed,street parking,4/5/2025
P9159,HomeFinder,Mawson Lakes,SA,5095,113 Elizabeth Ct,Commercial Property,Office,for sale,634826,,257.95,0,0,2461,2461,2461,0,1,0,2014,sold,49,beach|CBD|schools|shops,,allowed,carport,4/5/2025
P9159,InvestorNet,Mawson Lakes,SA,5095,113 Elizabeth Ct,Commercial Property,Office,for sale,607480,,246.84,0,0,2461,2461,2461,0,1,0,2014,pending,115,tram|beach,,allowed,garage,4/5/2025
P9160,PropertyHub,New Town,TAS,7008,904 Market St,Condominium/Apartment,Apartment,for sale,479939,,549.76,0,0,932,873,873,2,2.9,2,1991,rented,111,bus|shops|schools,,allowed,garage,11/8/2024
P9160,HomeFinder,New Town,TAS,7008,904 Market St,Condominium/Apartment,Apartment,for sale,475895,,545.13,0,0,932,873,873,2,2.9,2,1991,available,126,shops|tram|hospital|parks|train,,restricted,garage,11/8/2024
P9160,InvestorNet,New Town,TAS,7008,904 Market St,Condominium/Apartment,Apartment,for rent,458691,,525.42,0,0,932,873,873,2,2.9,2,1991,available,159,beach|university,12 months,restricted,allocated bay,11/8/2024
P9161,PropertyHub,Southbank,VIC,3006,47 Victoria Ln,Condominium/Apartment,Apartment,for rent,464328,,537.42,0,0,890,864,864,4,2.8,2,2003,active,122,shops|beach|hospital,12 months,restricted,garage,4/25/2025
P9161,HomeFinder,Southbank,VIC,3006,47 Victoria Ln,Condominium/Apartment,Apartment,for sale,464328,,537.42,0,0,890,864,864,4,2.8,2,2003,sold,79,CBD|hospital|schools,,restricted,street parking,4/25/2025
P9161,InvestorNet,Southbank,VIC,3006,47 Victoria Ln,Condominium/Apartment,Apartment,for sale,464328,,537.42,0,0,890,864,864,4,2.8,2,2003,rented,123,university|schools|parks|shops,,allowed,garage,4/25/2025
P9162,PropertyHub,Kingston,ACT,2604,839 Lygon Rd,Multi-Family Investment,Multi-Family,for rent,1081701,,930.1,0,0,1700,1163,1700,4,3.1,2,2010,sold,40,train|university|parks|CBD|schools,12 months,restricted,allocated bay,11/29/2024
P9162,HomeFinder,Kingston,ACT,2604,839 Lygon Rd,Multi-Family Investment,Multi-Family,for rent,1042957,,896.78,0,0,1700,1163,1700,4,3.1,2,2010,active,32,schools|hospital|tram,12 months,restricted,off-street,11/29/2024
P9162,InvestorNet,Kingston,ACT,2604,839 Lygon Rd,Multi-Family Investment,Multi-Family,for sale,1114732,,958.5,0,0,1700,1163,1700,4,3.1,2,2010,pending,98,parks|university|schools,,allowed,allocated bay,11/29/2024
P9163,PropertyHub,Moonah,TAS,7009,920 Elizabeth Ct,Condominium/Apartment,Condominium,for rent,499114,,526.49,0,0,978,948,948,2,3.2,0,2016,pending,48,hospital|train|beach|university,12 months,not allowed,off-street,1/2/2024
P9163,HomeFinder,Moonah,TAS,7009,920 Elizabeth Ct,Condominium/Apartment,Condominium,for sale,499114,,526.49,0,0,978,948,948,2,3.2,0,2016,pending,158,train|bus|schools|shops,,allowed,garage,1/2/2024
P9163,InvestorNet,Moonah,TAS,7009,920 Elizabeth Ct,Condominium/Apartment,Condominium,for rent,487050,,513.77,0,0,978,948,948,2,3.2,0,2016,active,79,tram|parks|beach|hospital,12 months,allowed,allocated bay,1/2/2024
P9164,PropertyHub,Sandy Bay,TAS,7005,465 Queen Ct,Condominium/Apartment,Apartment,for rent,622189,,770.99,0,0,909,807,807,2,1.4,0,2024,available,30,hospital|shops,12 months,allowed,carport,4/3/2024
P9164,HomeFinder,Sandy Bay,TAS,7005,465 Queen Ct,Condominium/Apartment,Apartment,for rent,622189,,770.99,0,0,909,807,807,2,1.4,0,2024,sold,117,train|hospital|tram|CBD,12 months,restricted,street parking,4/3/2024
P9164,InvestorNet,Sandy Bay,TAS,7005,465 Queen Ct,Condominium/Apartment,Apartment,for rent,622189,,770.99,0,0,909,807,807,2,1.4,0,2024,active,55,shops|beach|parks|tram|CBD,12 months,restricted,street parking,4/3/2024
P9165,PropertyHub,Fannie Bay,NT,820,161 Market Blvd,Condominium/Apartment,Apartment,for sale,389789,,682.64,0,0,686,571,571,1,2.4,1,1981,available,98,hospital|tram|university|bus,,restricted,carport,2/8/2025
P9165,HomeFinder,Fannie Bay,NT,820,161 Market Blvd,Condominium/Apartment,Apartment,for rent,389789,,682.64,0,0,686,571,571,1,2.4,1,1981,rented,33,shops|beach|university|train,12 months,restricted,allocated bay,2/8/2025
P9165,InvestorNet,Fannie Bay,NT,820,161 Market Blvd,Condominium/Apartment,Apartment,for sale,400253,,700.97,0,0,686,571,571,1,2.4,1,1981,pending,66,hospital|schools,,not allowed,off-street,2/8/2025
P9166,PropertyHub,Battery Point,TAS,7004,678 York Ln,Multi-Family Investment,Multi-Family,for rent,569158,,288.33,0,0,2453,1974,2453,2,2.7,2,2011,available,28,tram|parks|CBD,12 months,not allowed,allocated bay,8/14/2024
P9166,HomeFinder,Battery Point,TAS,7004,678 York Ln,Multi-Family Investment,Multi-Family,for rent,569158,,288.33,0,0,2453,1974,2453,2,2.7,2,2011,available,170,CBD|hospital|train|tram,12 months,not allowed,allocated bay,8/14/2024
P9166,InvestorNet,Battery Point,TAS,7004,678 York Ln,Multi-Family Investment,Multi-Family,for rent,561850,,284.63,0,0,2453,1974,2453,2,2.7,2,2011,sold,65,shops|beach|university|schools|bus,12 months,not allowed,allocated bay,8/14/2024
P9167,PropertyHub,Leederville,WA,6007,750 Collins Rd,Residential Single-Family,House,for sale,991573,,695.84,0,0,1779,1425,1779,1,3.2,0,1996,active,98,university|parks|shops,,allowed,garage,3/28/2025
P9167,HomeFinder,Leederville,WA,6007,750 Collins Rd,Residential Single-Family,House,for rent,991573,,695.84,0,0,1779,1425,1779,1,3.2,0,1996,available,58,schools|tram,12 months,restricted,street parking,3/28/2025
P9167,InvestorNet,Leederville,WA,6007,750 Collins Rd,Residential Single-Family,House,for sale,991573,,695.84,0,0,1779,1425,1779,1,3.2,0,1996,available,161,shops|beach|bus|train,,restricted,carport,3/28/2025
P9168,PropertyHub,New Farm,QLD,4005,242 Lygon Dr,Rental Property,Apartment,for rent,688110,2570.23,582.16,2570.23,5140.46,1270,1182,1182,2,2.5,2,2016,active,3,hospital|shops|parks|bus|tram,12 months,not allowed,allocated bay,7/14/2024
P9168,HomeFinder,New Farm,QLD,4005,242 Lygon Dr,Rental Property,Apartment,for sale,688110,2544.85,582.16,2544.85,5089.7,1270,1182,1182,2,2.5,2,2016,sold,144,CBD|shops|hospital|schools|beach,,allowed,allocated bay,7/14/2024
P9168,InvestorNet,New Farm,QLD,4005,242 Lygon Dr,Rental Property,Apartment,for rent,672522,2602.12,568.97,2602.12,5204.24,1270,1182,1182,2,2.5,2,2016,sold,128,hospital|university|bus,12 months,allowed,street parking,7/14/2024
P9169,PropertyHub,North Hobart,TAS,7000,777 York Ct,Commercial Property,Retail,for sale,414416,,157.45,0,0,2632,2632,2632,0,1,0,2014,rented,172,parks|university|beach,,allowed,allocated bay,9/22/2024
P9169,HomeFinder,North Hobart,TAS,7000,777 York Ct,Commercial Property,Retail,for sale,414416,,157.45,0,0,2632,2632,2632,0,1,0,2014,pending,80,shops|schools|tram|train|hospital,,not allowed,carport,9/22/2024
P9169,InvestorNet,North Hobart,TAS,7000,777 York Ct,Commercial Property,Retail,for sale,399370,,151.74,0,0,2632,2632,2632,0,1,0,2014,pending,45,parks|tram|shops|hospital|CBD,,allowed,carport,9/22/2024
P9170,PropertyHub,Unley,SA,5061,748 High Ave,Rental Property,House,for rent,771334,2461.2,466.63,2461.2,4922.4,2813,1653,2813,3,1.6,2,1965,pending,55,tram|shops|university|schools,12 months,allowed,allocated bay,7/22/2024
P9170,HomeFinder,Unley,SA,5061,748 High Ave,Rental Property,House,for sale,771334,2448.56,466.63,2448.56,4897.12,2813,1653,2813,3,1.6,2,1965,rented,115,parks|shops|schools|train|bus,,restricted,allocated bay,7/22/2024
P9170,InvestorNet,Unley,SA,5061,748 High Ave,Rental Property,House,for rent,771334,2468.41,466.63,2468.41,4936.82,2813,1653,2813,3,1.6,2,1965,available,85,bus|parks|tram,12 months,allowed,carport,7/22/2024
P9171,PropertyHub,Subiaco,WA,6008,436 Market Blvd,Multi-Family Investment,Multi-Family,for sale,1026618,,405.14,0,0,3509,2534,3509,5,2.7,1,1987,sold,11,parks|shops,,restricted,garage,1/17/2025
P9171,HomeFinder,Subiaco,WA,6008,436 Market Blvd,Multi-Family Investment,Multi-Family,for sale,995032,,392.67,0,0,3509,2534,3509,5,2.7,1,1987,rented,136,tram|university|train,,allowed,street parking,1/17/2025
P9171,InvestorNet,Subiaco,WA,6008,436 Market Blvd,Multi-Family Investment,Multi-Family,for rent,1039602,,410.26,0,0,3509,2534,3509,5,2.7,1,1987,pending,150,beach|tram|CBD|train,12 months,allowed,street parking,1/17/2025
P9172,PropertyHub,Kingston,ACT,2604,105 Church Ct,Rental Property,Apartment,for rent,698489,2547.71,735.25,2547.71,5095.42,1001,950,950,2,2.4,0,2009,sold,176,hospital|tram,12 months,allowed,allocated bay,8/17/2024
P9172,HomeFinder,Kingston,ACT,2604,105 Church Ct,Rental Property,Apartment,for rent,670548,2483.43,705.84,2483.43,4966.86,1001,950,950,2,2.4,0,2009,available,121,shops|parks|schools|tram,12 months,allowed,street parking,8/17/2024
P9172,InvestorNet,Kingston,ACT,2604,105 Church Ct,Rental Property,Apartment,for rent,730507,2450.56,768.95,2450.56,4901.12,1001,950,950,2,2.4,0,2009,rented,109,tram|CBD|schools,12 months,allowed,allocated bay,8/17/2024
P9173,PropertyHub,Strathfield,NSW,2135,215 Bay Rd,Rental Property,Apartment,for rent,896821,3212.47,997.58,3212.47,6424.94,963,899,899,3,3.3,1,2024,pending,125,shops|schools|hospital|bus|CBD,12 months,not allowed,garage,10/4/2024
P9173,HomeFinder,Strathfield,NSW,2135,215 Bay Rd,Rental Property,Apartment,for sale,896821,3231.3,997.58,3231.3,6462.6,963,899,899,3,3.3,1,2024,available,150,hospital|train,,restricted,street parking,10/4/2024
P9173,InvestorNet,Strathfield,NSW,2135,215 Bay Rd,Rental Property,Apartment,for rent,918324,3076.41,1021.49,3076.41,6152.82,963,899,899,3,3.3,1,2024,pending,129,parks|CBD|tram|beach|schools,12 months,not allowed,street parking,10/4/2024
P9174,PropertyHub,Gungahlin,ACT,2912,429 Elizabeth St,Condominium/Apartment,Apartment,for rent,486966,,500.48,0,0,1109,973,973,5,1.5,2,1978,available,169,hospital|parks|bus,12 months,not allowed,carport,4/4/2024
P9174,HomeFinder,Gungahlin,ACT,2912,429 Elizabeth St,Condominium/Apartment,Apartment,for rent,486966,,500.48,0,0,1109,973,973,5,1.5,2,1978,available,43,shops|university,12 months,restricted,carport,4/4/2024
P9174,InvestorNet,Gungahlin,ACT,2912,429 Elizabeth St,Condominium/Apartment,Apartment,for sale,468655,,481.66,0,0,1109,973,973,5,1.5,2,1978,pending,113,tram|shops,,not allowed,allocated bay,4/4/2024
P9175,PropertyHub,Fortitude Valley,QLD,4006,432 Collins Blvd,Commercial Property,Office,for sale,724895,,233.01,0,0,3111,3111,3111,0,1,0,1965,rented,133,university|hospital|train|bus,,restricted,off-street,3/7/2025
P9175,HomeFinder,Fortitude Valley,QLD,4006,432 Collins Blvd,Commercial Property,Office,for sale,698000,,224.37,0,0,3111,3111,3111,0,1,0,1965,sold,156,beach|schools,,not allowed,off-street,3/7/2025
P9175,InvestorNet,Fortitude Valley,QLD,4006,432 Collins Blvd,Commercial Property,Office,for sale,719521,,231.28,0,0,3111,3111,3111,0,1,0,1965,active,102,beach|train|tram|university|schools,,not allowed,carport,3/7/2025
P9176,PropertyHub,Parramatta,NSW,2150,481 York Blvd,Residential Single-Family,House,for sale,1655076,,648.29,0,0,3505,2553,3505,1,3.3,0,2018,pending,94,shops|beach,,allowed,carport,4/4/2025
P9176,HomeFinder,Parramatta,NSW,2150,481 York Blvd,Residential Single-Family,House,for rent,1655076,,648.29,0,0,3505,2553,3505,1,3.3,0,2018,pending,18,CBD|beach|train|schools|shops,12 months,allowed,allocated bay,4/4/2025
P9176,InvestorNet,Parramatta,NSW,2150,481 York Blvd,Residential Single-Family,House,for rent,1704186,,667.52,0,0,3505,2553,3505,1,3.3,0,2018,available,64,CBD|bus,12 months,restricted,street parking,4/4/2025
P9177,PropertyHub,Scarborough,WA,6019,745 Collins Ave,Commercial Property,Retail,for sale,649979,,608.03,0,0,1069,1069,1069,0,1,0,1993,rented,5,parks|hospital,,allowed,allocated bay,7/5/2024
P9177,HomeFinder,Scarborough,WA,6019,745 Collins Ave,Commercial Property,Retail,for sale,649979,,608.03,0,0,1069,1069,1069,0,1,0,1993,rented,88,beach|tram,,not allowed,off-street,7/5/2024
P9177,InvestorNet,Scarborough,WA,6019,745 Collins Ave,Commercial Property,Retail,for sale,649979,,608.03,0,0,1069,1069,1069,0,1,0,1993,pending,44,university|train|parks|CBD,,not allowed,allocated bay,7/5/2024
P9178,PropertyHub,Prospect,SA,5082,405 High Blvd,Condominium/Apartment,Condominium,for rent,638207,,850.94,0,0,817,750,750,4,1.5,2,1975,available,40,schools|hospital|parks|tram,12 months,restricted,allocated bay,3/30/2025
P9178,HomeFinder,Prospect,SA,5082,405 High Blvd,Condominium/Apartment,Condominium,for sale,638207,,850.94,0,0,817,750,750,4,1.5,2,1975,available,70,train|shops|beach,,not allowed,allocated bay,3/30/2025
P9178,InvestorNet,Prospect,SA,5082,405 High Blvd,Condominium/Apartment,Condominium,for sale,627501,,836.67,0,0,817,750,750,4,1.5,2,1975,pending,46,university|parks|schools|shops,,allowed,street parking,3/30/2025
P9179,PropertyHub,Brunswick,VIC,3056,714 Queen Ln,Condominium/Apartment,Apartment,for sale,532441,,799.46,0,0,693,666,666,3,2.4,1,2003,rented,12,train|parks,,allowed,allocated bay,10/25/2024
P9179,HomeFinder,Brunswick,VIC,3056,714 Queen Ln,Condominium/Apartment,Apartment,for rent,532441,,799.46,0,0,693,666,666,3,2.4,1,2003,pending,62,university|shops|beach|schools|train,12 months,allowed,off-street,10/25/2024
P9179,InvestorNet,Brunswick,VIC,3056,714 Queen Ln,Condominium/Apartment,Apartment,for rent,532441,,799.46,0,0,693,666,666,3,2.4,1,2003,sold,142,tram|bus|shops|train,12 months,restricted,off-street,10/25/2024
P9180,PropertyHub,Newport,VIC,3015,303 Elizabeth Dr,Residential Single-Family,House,for sale,869521,,683.05,0,0,2706,1273,2706,2,2.6,1,2024,rented,45,bus|shops,,not allowed,allocated bay,6/17/2024
P9180,HomeFinder,Newport,VIC,3015,303 Elizabeth Dr,Residential Single-Family,House,for rent,869521,,683.05,0,0,2706,1273,2706,2,2.6,1,2024,pending,142,CBD|beach|train|schools|university,12 months,allowed,garage,6/17/2024
P9180,InvestorNet,Newport,VIC,3015,303 Elizabeth Dr,Residential Single-Family,House,for rent,869521,,683.05,0,0,2706,1273,2706,2,2.6,1,2024,pending,7,train|CBD,12 months,restricted,off-street,6/17/2024
P9181,PropertyHub,Docklands,VIC,3008,139 Hunter Ave,Condominium/Apartment,Condominium,for sale,497490,,573.15,0,0,907,868,868,5,2.6,1,1976,available,95,university|shops,,restricted,allocated bay,6/17/2024
P9181,HomeFinder,Docklands,VIC,3008,139 Hunter Ave,Condominium/Apartment,Condominium,for sale,481589,,554.83,0,0,907,868,868,5,2.6,1,1976,rented,142,CBD|parks,,allowed,allocated bay,6/17/2024
P9181,InvestorNet,Docklands,VIC,3008,139 Hunter Ave,Condominium/Apartment,Condominium,for sale,487690,,561.85,0,0,907,868,868,5,2.6,1,1976,sold,83,schools|university|tram|CBD|beach,,restricted,street parking,6/17/2024
P9182,PropertyHub,Kingston,ACT,2604,329 Market St,Condominium/Apartment,Condominium,for rent,720849,,987.46,0,0,761,730,730,3,1.9,2,1974,active,91,shops|university|CBD|bus|train,12 months,allowed,carport,4/12/2025
P9182,HomeFinder,Kingston,ACT,2604,329 Market St,Condominium/Apartment,Condominium,for rent,743345,,1018.28,0,0,761,730,730,3,1.9,2,1974,active,178,hospital|schools|university,12 months,restricted,allocated bay,4/12/2025
P9182,InvestorNet,Kingston,ACT,2604,329 Market St,Condominium/Apartment,Condominium,for sale,709295,,971.64,0,0,761,730,730,3,1.9,2,1974,available,143,train|bus,,not allowed,garage,4/12/2025
P9183,PropertyHub,Carindale,QLD,4152,766 Bourke Blvd,Residential Single-Family,House,for rent,1035804,,652.68,0,0,1817,1587,1817,2,2.9,0,1989,active,60,parks|university|beach|hospital,12 months,restricted,garage,6/1/2024
P9183,HomeFinder,Carindale,QLD,4152,766 Bourke Blvd,Residential Single-Family,House,for rent,1035804,,652.68,0,0,1817,1587,1817,2,2.9,0,1989,pending,176,train|university|shops|beach|schools,12 months,not allowed,street parking,6/1/2024
P9183,InvestorNet,Carindale,QLD,4152,766 Bourke Blvd,Residential Single-Family,House,for sale,1077314,,678.84,0,0,1817,1587,1817,2,2.9,0,1989,active,87,hospital|shops|schools|university|bus,,allowed,garage,6/1/2024
P9184,PropertyHub,Sandy Bay,TAS,7005,456 High Dr,Condominium/Apartment,Apartment,for rent,593107,,574.16,0,0,1135,1033,1033,3,1.6,2,1993,available,56,tram|hospital|CBD|parks|train,12 months,not allowed,carport,3/31/2025
P9184,HomeFinder,Sandy Bay,TAS,7005,456 High Dr,Condominium/Apartment,Apartment,for rent,593107,,574.16,0,0,1135,1033,1033,3,1.6,2,1993,pending,62,bus|CBD|shops,12 months,restricted,garage,3/31/2025
P9184,InvestorNet,Sandy Bay,TAS,7005,456 High Dr,Condominium/Apartment,Apartment,for rent,593107,,574.16,0,0,1135,1033,1033,3,1.6,2,1993,sold,15,university|hospital,12 months,not allowed,off-street,3/31/2025
P9185,PropertyHub,Fannie Bay,NT,820,42 Lygon Blvd,Commercial Property,Office,for sale,405312,,106.27,0,0,3814,3814,3814,0,1,0,2012,sold,48,beach|train,,restricted,carport,6/22/2024
P9185,HomeFinder,Fannie Bay,NT,820,42 Lygon Blvd,Commercial Property,Office,for sale,403848,,105.89,0,0,3814,3814,3814,0,1,0,2012,sold,157,shops|schools,,restricted,allocated bay,6/22/2024
P9185,InvestorNet,Fannie Bay,NT,820,42 Lygon Blvd,Commercial Property,Office,for sale,396637,,104,0,0,3814,3814,3814,0,1,0,2012,sold,100,shops|CBD,,restricted,off-street,6/22/2024
P9186,PropertyHub,New Farm,QLD,4005,260 Hunter St,Residential Single-Family,House,for rent,766000,,332.03,0,0,2779,2307,2779,3,3.5,2,1971,rented,165,tram|university|hospital|parks,12 months,allowed,off-street,8/8/2024
P9186,HomeFinder,New Farm,QLD,4005,260 Hunter St,Residential Single-Family,House,for rent,766000,,332.03,0,0,2779,2307,2779,3,3.5,2,1971,available,7,parks|schools|shops|university,12 months,allowed,allocated bay,8/8/2024
P9186,InvestorNet,New Farm,QLD,4005,260 Hunter St,Residential Single-Family,House,for sale,766000,,332.03,0,0,2779,2307,2779,3,3.5,2,1971,rented,136,tram|shops|CBD|parks|university,,restricted,off-street,8/8/2024
P9187,PropertyHub,St Kilda,VIC,3182,800 Oxford Blvd,Condominium/Apartment,Apartment,for sale,703086,,765.06,0,0,1034,919,919,2,3.4,2,1999,active,7,train|beach,,allowed,off-street,6/14/2025
